image_name,label,image_path
image_3052.jpg,Afritada_Kaldereta,./final_dataset/augmented_images\afritada_kaldereta\image_3052.jpg
image_3021.jpg,Afritada_Kaldereta,./final_dataset/augmented_images\afritada_kaldereta\image_3021.jpg
image_3002.jpg,Afritada_Kaldereta,./final_dataset/augmented_images\afritada_kaldereta\image_3002.jpg
image_3023.jpg,Afritada_Kaldereta,./final_dataset/augmented_images\afritada_kaldereta\image_3023.jpg
image_3074.jpg,Afritada_Kaldereta,./final_dataset/augmented_images\afritada_kaldereta\image_3074.jpg
image_3020.jpg,Afritada_Kaldereta,./final_dataset/augmented_images\afritada_kaldereta\image_3020.jpg
image_3060.jpg,Afritada_Kaldereta,./final_dataset/augmented_images\afritada_kaldereta\image_3060.jpg
image_3071.jpg,Afritada_Kaldereta,./final_dataset/augmented_images\afritada_kaldereta\image_3071.jpg
image_3014.jpg,Afritada_Kaldereta,./final_dataset/augmented_images\afritada_kaldereta\image_3014.jpg
image_3051.jpg,Afritada_Kaldereta,./final_dataset/augmented_images\afritada_kaldereta\image_3051.jpg
image_3153.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3153.jpg
image_3141.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3141.jpg
image_3135.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3135.jpg
image_3120.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3120.jpg
image_3089.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3089.jpg
image_3144.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3144.jpg
image_3085.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3085.jpg
image_3127.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3127.jpg
image_3114.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3114.jpg
image_3142.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3142.jpg
image_3122.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3122.jpg
image_3134.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3134.jpg
image_3096.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3096.jpg
image_3119.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3119.jpg
image_3136.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3136.jpg
image_3159.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3159.jpg
image_3087.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3087.jpg
image_3130.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3130.jpg
image_3133.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3133.jpg
image_3099.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3099.jpg
image_3146.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3146.jpg
image_3105.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3105.jpg
image_3124.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3124.jpg
image_3093.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3093.jpg
image_3156.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3156.jpg
image_3083.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3083.jpg
image_3097.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3097.jpg
image_3118.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3118.jpg
image_3088.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3088.jpg
image_3145.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3145.jpg
image_3086.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3086.jpg
image_3116.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3116.jpg
image_3152.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3152.jpg
image_3138.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3138.jpg
image_3126.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3126.jpg
image_3158.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3158.jpg
image_3095.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3095.jpg
image_3107.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3107.jpg
image_3121.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3121.jpg
image_3106.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3106.jpg
image_3128.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3128.jpg
image_3104.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3104.jpg
image_3123.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3123.jpg
image_3157.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3157.jpg
image_3137.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3137.jpg
image_3091.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3091.jpg
image_3112.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3112.jpg
image_3155.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3155.jpg
image_3139.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3139.jpg
image_3143.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3143.jpg
image_3149.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3149.jpg
image_3117.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3117.jpg
image_3109.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3109.jpg
image_3081.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3081.jpg
image_3132.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3132.jpg
image_3101.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3101.jpg
image_3082.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3082.jpg
image_3103.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3103.jpg
image_3154.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3154.jpg
image_3100.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3100.jpg
image_3140.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3140.jpg
image_3151.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3151.jpg
image_3094.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3094.jpg
image_3131.jpg,Arroz Caldo,./final_dataset/augmented_images\arroz_caldo\image_3131.jpg
image_3296.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3296.jpg
image_3284.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3284.jpg
image_3278.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3278.jpg
image_3263.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3263.jpg
image_3232.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3232.jpg
image_3287.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3287.jpg
image_3228.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3228.jpg
image_3270.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3270.jpg
image_3257.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3257.jpg
image_3285.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3285.jpg
image_3265.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3265.jpg
image_3277.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3277.jpg
image_3239.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3239.jpg
image_3262.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3262.jpg
image_3279.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3279.jpg
image_3302.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3302.jpg
image_3230.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3230.jpg
image_3273.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3273.jpg
image_3276.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3276.jpg
image_3242.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3242.jpg
image_3289.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3289.jpg
image_3248.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3248.jpg
image_3267.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3267.jpg
image_3236.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3236.jpg
image_3299.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3299.jpg
image_3226.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3226.jpg
image_3240.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3240.jpg
image_3261.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3261.jpg
image_3231.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3231.jpg
image_3288.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3288.jpg
image_3229.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3229.jpg
image_3259.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3259.jpg
image_3295.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3295.jpg
image_3281.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3281.jpg
image_3269.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3269.jpg
image_3301.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3301.jpg
image_3238.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3238.jpg
image_3250.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3250.jpg
image_3264.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3264.jpg
image_3249.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3249.jpg
image_3271.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3271.jpg
image_3247.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3247.jpg
image_3266.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3266.jpg
image_3300.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3300.jpg
image_3280.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3280.jpg
image_3234.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3234.jpg
image_3255.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3255.jpg
image_3298.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3298.jpg
image_3282.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3282.jpg
image_3286.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3286.jpg
image_3292.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3292.jpg
image_3260.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3260.jpg
image_3252.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3252.jpg
image_3224.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3224.jpg
image_3275.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3275.jpg
image_3244.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3244.jpg
image_3225.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3225.jpg
image_3246.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3246.jpg
image_3297.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3297.jpg
image_3243.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3243.jpg
image_3283.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3283.jpg
image_3294.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3294.jpg
image_3237.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3237.jpg
image_3274.jpg,Bagnet_Crispy Pata,./final_dataset/augmented_images\bagnet_crispypata\image_3274.jpg
image_3376.jpg,Balut,./final_dataset/augmented_images\balut\image_3376.jpg
image_3364.jpg,Balut,./final_dataset/augmented_images\balut\image_3364.jpg
image_3358.jpg,Balut,./final_dataset/augmented_images\balut\image_3358.jpg
image_3343.jpg,Balut,./final_dataset/augmented_images\balut\image_3343.jpg
image_3312.jpg,Balut,./final_dataset/augmented_images\balut\image_3312.jpg
image_3367.jpg,Balut,./final_dataset/augmented_images\balut\image_3367.jpg
image_3308.jpg,Balut,./final_dataset/augmented_images\balut\image_3308.jpg
image_3350.jpg,Balut,./final_dataset/augmented_images\balut\image_3350.jpg
image_3337.jpg,Balut,./final_dataset/augmented_images\balut\image_3337.jpg
image_3365.jpg,Balut,./final_dataset/augmented_images\balut\image_3365.jpg
image_3345.jpg,Balut,./final_dataset/augmented_images\balut\image_3345.jpg
image_3357.jpg,Balut,./final_dataset/augmented_images\balut\image_3357.jpg
image_3319.jpg,Balut,./final_dataset/augmented_images\balut\image_3319.jpg
image_3342.jpg,Balut,./final_dataset/augmented_images\balut\image_3342.jpg
image_3359.jpg,Balut,./final_dataset/augmented_images\balut\image_3359.jpg
image_3382.jpg,Balut,./final_dataset/augmented_images\balut\image_3382.jpg
image_3310.jpg,Balut,./final_dataset/augmented_images\balut\image_3310.jpg
image_3353.jpg,Balut,./final_dataset/augmented_images\balut\image_3353.jpg
image_3356.jpg,Balut,./final_dataset/augmented_images\balut\image_3356.jpg
image_3322.jpg,Balut,./final_dataset/augmented_images\balut\image_3322.jpg
image_3369.jpg,Balut,./final_dataset/augmented_images\balut\image_3369.jpg
image_3328.jpg,Balut,./final_dataset/augmented_images\balut\image_3328.jpg
image_3347.jpg,Balut,./final_dataset/augmented_images\balut\image_3347.jpg
image_3316.jpg,Balut,./final_dataset/augmented_images\balut\image_3316.jpg
image_3379.jpg,Balut,./final_dataset/augmented_images\balut\image_3379.jpg
image_3306.jpg,Balut,./final_dataset/augmented_images\balut\image_3306.jpg
image_3320.jpg,Balut,./final_dataset/augmented_images\balut\image_3320.jpg
image_3341.jpg,Balut,./final_dataset/augmented_images\balut\image_3341.jpg
image_3311.jpg,Balut,./final_dataset/augmented_images\balut\image_3311.jpg
image_3368.jpg,Balut,./final_dataset/augmented_images\balut\image_3368.jpg
image_3309.jpg,Balut,./final_dataset/augmented_images\balut\image_3309.jpg
image_3339.jpg,Balut,./final_dataset/augmented_images\balut\image_3339.jpg
image_3375.jpg,Balut,./final_dataset/augmented_images\balut\image_3375.jpg
image_3361.jpg,Balut,./final_dataset/augmented_images\balut\image_3361.jpg
image_3349.jpg,Balut,./final_dataset/augmented_images\balut\image_3349.jpg
image_3381.jpg,Balut,./final_dataset/augmented_images\balut\image_3381.jpg
image_3318.jpg,Balut,./final_dataset/augmented_images\balut\image_3318.jpg
image_3330.jpg,Balut,./final_dataset/augmented_images\balut\image_3330.jpg
image_3344.jpg,Balut,./final_dataset/augmented_images\balut\image_3344.jpg
image_3329.jpg,Balut,./final_dataset/augmented_images\balut\image_3329.jpg
image_3351.jpg,Balut,./final_dataset/augmented_images\balut\image_3351.jpg
image_3327.jpg,Balut,./final_dataset/augmented_images\balut\image_3327.jpg
image_3346.jpg,Balut,./final_dataset/augmented_images\balut\image_3346.jpg
image_3380.jpg,Balut,./final_dataset/augmented_images\balut\image_3380.jpg
image_3360.jpg,Balut,./final_dataset/augmented_images\balut\image_3360.jpg
image_3314.jpg,Balut,./final_dataset/augmented_images\balut\image_3314.jpg
image_3335.jpg,Balut,./final_dataset/augmented_images\balut\image_3335.jpg
image_3378.jpg,Balut,./final_dataset/augmented_images\balut\image_3378.jpg
image_3362.jpg,Balut,./final_dataset/augmented_images\balut\image_3362.jpg
image_3366.jpg,Balut,./final_dataset/augmented_images\balut\image_3366.jpg
image_3372.jpg,Balut,./final_dataset/augmented_images\balut\image_3372.jpg
image_3340.jpg,Balut,./final_dataset/augmented_images\balut\image_3340.jpg
image_3332.jpg,Balut,./final_dataset/augmented_images\balut\image_3332.jpg
image_3304.jpg,Balut,./final_dataset/augmented_images\balut\image_3304.jpg
image_3355.jpg,Balut,./final_dataset/augmented_images\balut\image_3355.jpg
image_3324.jpg,Balut,./final_dataset/augmented_images\balut\image_3324.jpg
image_3305.jpg,Balut,./final_dataset/augmented_images\balut\image_3305.jpg
image_3326.jpg,Balut,./final_dataset/augmented_images\balut\image_3326.jpg
image_3377.jpg,Balut,./final_dataset/augmented_images\balut\image_3377.jpg
image_3323.jpg,Balut,./final_dataset/augmented_images\balut\image_3323.jpg
image_3363.jpg,Balut,./final_dataset/augmented_images\balut\image_3363.jpg
image_3374.jpg,Balut,./final_dataset/augmented_images\balut\image_3374.jpg
image_3317.jpg,Balut,./final_dataset/augmented_images\balut\image_3317.jpg
image_3354.jpg,Balut,./final_dataset/augmented_images\balut\image_3354.jpg
image_3456.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3456.jpg
image_3444.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3444.jpg
image_3438.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3438.jpg
image_3423.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3423.jpg
image_3392.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3392.jpg
image_3447.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3447.jpg
image_3388.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3388.jpg
image_3430.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3430.jpg
image_3417.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3417.jpg
image_3445.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3445.jpg
image_3425.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3425.jpg
image_3437.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3437.jpg
image_3399.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3399.jpg
image_3422.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3422.jpg
image_3439.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3439.jpg
image_3462.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3462.jpg
image_3390.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3390.jpg
image_3433.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3433.jpg
image_3436.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3436.jpg
image_3402.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3402.jpg
image_3449.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3449.jpg
image_3408.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3408.jpg
image_3427.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3427.jpg
image_3396.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3396.jpg
image_3459.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3459.jpg
image_3386.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3386.jpg
image_3400.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3400.jpg
image_3421.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3421.jpg
image_3391.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3391.jpg
image_3448.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3448.jpg
image_3389.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3389.jpg
image_3419.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3419.jpg
image_3455.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3455.jpg
image_3441.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3441.jpg
image_3429.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3429.jpg
image_3461.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3461.jpg
image_3398.jpg,Bibingka,./final_dataset/augmented_images\bibingka\image_3398.jpg
